year,region,bds_score,fiscal_autonomy_ratio,gdp_2023,cpi,manufacturing_index
2022,충청북도,2.9157226607386324,0.302,83254,107.715,115.875
2022,울산광역시,3.766358113806372,0.487,77569,107.715,115.875
2022,전라남도,2.6410205924529806,0.242,85319,107.715,115.875
2022,경상북도,2.8887835746930026,0.256,119278,107.715,115.875
2022,강원도,2.511325671379586,0.247,56534,107.715,115.875
2022,서울특별시,7.37675782187405,0.763,508134,107.715,115.875
2022,인천광역시,4.143679091312398,0.528,111713,107.715,115.875
2022,대전광역시,3.3212741489814745,0.424,50363,107.715,115.875
2022,제주특별자치도,2.7191702605881973,0.327,24073,107.715,115.875
2022,대구광역시,3.676646772809562,0.479,67890,107.715,115.875
2022,전라북도,2.4807926130152143,0.238,58845,107.715,115.875
2023,경기도,7.028100775193798,0.605,578124,111.59,109.71666666666664
2023,충청남도,3.35775006323907,0.336,134256,111.59,109.71666666666664
2023,경상남도,3.3064140508180446,0.337,123721,111.59,109.71666666666664
2023,광주광역시,3.3225559706590557,0.423,48615,111.59,109.71666666666664
2023,부산광역시,3.7933579939868425,0.46,103284,111.59,109.71666666666664
2023,세종특별자치시,3.8682170542635665,0.5720000000000001,15567,111.59,109.71666666666664
2023,충청북도,3.0130925389224643,0.321,83254,111.59,109.71666666666664
2023,울산광역시,3.840333750572707,0.498,77569,111.59,109.71666666666664
2023,전라남도,2.6268179346456715,0.239,85319,111.59,109.71666666666664
2023,경상북도,2.875743707583368,0.253,119278,111.59,109.71666666666664
2023,강원도,2.545987908367404,0.254,56534,111.59,109.71666666666664
2023,서울특별시,7.37675782187405,0.754,508134,111.59,109.71666666666664
2023,인천광역시,4.1483856250887,0.524,111713,111.59,109.71666666666664
2023,대전광역시,3.331877692724553,0.423,50363,111.59,109.71666666666664
2023,제주특별자치도,2.7556320546081303,0.3329999999999999,24073,111.59,109.71666666666664
2023,대구광역시,3.672438577903692,0.474,67890,111.59,109.71666666666664
2023,전라북도,2.4807926130152143,0.238,58845,111.59,109.71666666666664
2024,경기도,6.814356435643565,0.551,578124,114.18083333333334,115.18333333333334
2024,충청남도,3.323537921094623,0.324,134256,114.18083333333334,115.18333333333334
2024,경상남도,3.326762888027347,0.336,123721,114.18083333333334,115.18333333333334
2024,광주광역시,3.277723289716543,0.407,48615,114.18083333333334,115.18333333333334
2024,부산광역시,3.7870835293310745,0.451,103284,114.18083333333334,115.18333333333334
2024,세종특별자치시,3.9331683168316833,0.575,15567,114.18083333333334,115.18333333333334
2024,충청북도,2.9525449143925697,0.304,83254,114.18083333333334,115.18333333333334
2024,울산광역시,3.7093566993792146,0.4629999999999999,77569,114.18083333333334,115.18333333333334
2024,전라남도,2.666527428850906,0.244,85319,114.18083333333334,115.18333333333334
2024,경상북도,2.8575247345232713,0.246,119278,114.18083333333334,115.18333333333334
2024,강원도,2.552626944364027,0.252,56534,114.18083333333334,115.18333333333334
2024,서울특별시,7.37675782187405,0.74,508134,114.18083333333334,115.18333333333334
2024,인천광역시,4.05480591828081,0.496,111713,114.18083333333334,115.18333333333334
2024,대전광역시,3.3365499622770898,0.417,50363,114.18083333333334,115.18333333333334
2024,제주특별자치도,2.8151627169766935,0.34,24073,114.18083333333334,115.18333333333334
2024,대구광역시,3.558730695487543,0.4429999999999999,67890,114.18083333333334,115.18333333333334
2024,전라북도,2.4807926130152143,0.235,58845,114.18083333333334,115.18333333333334
2025,경기도,6.855,0.557,578124,116.25125,120.20000000000002
2025,충청남도,3.3129438616886824,0.322,134256,116.25125,120.20000000000002
2025,경상남도,3.3617628880273465,0.3429999999999999,123721,116.25125,120.20000000000002
2025,광주광역시,3.236238141201691,0.3979999999999999,48615,116.25125,120.20000000000002
2025,부산광역시,3.6727765986380048,0.427,103284,116.25125,120.20000000000002
2025,세종특별자치시,3.7849999999999993,0.5429999999999999,15567,116.25125,120.20000000000002
2025,충청북도,3.020960755976728,0.318,83254,116.25125,120.20000000000002
2025,울산광역시,3.7056438280920867,0.461,77569,116.25125,120.20000000000002
2025,전라남도,2.6269729734053615,0.237,85319,116.25125,120.20000000000002
2025,경상북도,2.838069288978717,0.243,119278,116.25125,120.20000000000002
2025,강원도,2.5734685285224437,0.257,56534,116.25125,120.20000000000002
2025,서울특별시,7.37675782187405,0.736,508134,116.25125,120.20000000000002
2025,인천광역시,4.042726710360017,0.492,111713,116.25125,120.20000000000002
2025,대전광역시,3.310559863267189,0.411,50363,116.25125,120.20000000000002
2025,제주특별자치도,2.770360736778673,0.331,24073,116.25125,120.20000000000002
2025,대구광역시,3.444027725190514,0.419,67890,116.25125,120.20000000000002
2025,전라북도,2.4807926130152143,0.236,58845,116.25125,120.20000000000002
