year,region,bds_score,fiscal_autonomy_ratio,gdp_2023,cpi,manufacturing_index
2016,충청남도,3.4611197574541546,0.335,134256,95.78266666666669,103.75833333333333
2016,경상남도,3.531160282164154,0.366,123721,95.78266666666669,103.75833333333333
2016,광주광역시,3.541873320354786,0.467,48615,95.78266666666669,103.75833333333333
2016,부산광역시,4.00442154977807,0.509,103284,95.78266666666669,103.75833333333333
2016,세종특별자치시,3.2638436482084687,0.442,15567,95.78266666666669,103.75833333333333
2016,충청북도,2.997768573566304,0.288,83254,95.78266666666669,103.75833333333333
2016,울산광역시,4.331458160339643,0.623,77569,95.78266666666669,103.75833333333333
2016,전라남도,2.6219729734053616,0.193,85319,95.78266666666669,103.75833333333333
2016,경상북도,3.079942253148098,0.261,119278,95.78266666666669,103.75833333333333
2016,강원도,2.594690026893778,0.2239999999999999,56534,95.78266666666669,103.75833333333333
2016,서울특별시,7.37675782187405,0.807,508134,95.78266666666669,103.75833333333333
2016,인천광역시,4.521684365083144,0.625,111713,95.78266666666669,103.75833333333333
2016,대전광역시,3.697774846980544,0.503,50363,95.78266666666669,103.75833333333333
2016,제주특별자치도,2.792103407788445,0.315,24073,95.78266666666669,103.75833333333333
2016,대구광역시,3.803457692617224,0.506,67890,95.78266666666669,103.75833333333333
2016,전라북도,2.65587404623997,0.236,58845,95.78266666666669,103.75833333333333
2017,경기도,6.956611570247934,0.613,578124,97.645,106.70833333333331
2017,충청남도,3.473852952597773,0.3429999999999999,134256,97.645,106.70833333333331
2017,경상남도,3.5994901607546193,0.387,123721,97.645,106.70833333333331
2017,광주광역시,3.451031529631443,0.4479999999999999,48615,97.645,106.70833333333331
2017,부산광역시,4.0772807308694095,0.529,103284,97.645,106.70833333333331
2017,세종특별자치시,3.8202479338842976,0.58,15567,97.645,106.70833333333331
2017,충청북도,3.0241838964725956,0.3,83254,97.645,106.70833333333331
2017,울산광역시,4.241800852885475,0.602,77569,97.645,106.70833333333331
2017,전라남도,2.6219729734053616,0.2,85319,97.645,106.70833333333331
2017,경상북도,3.0592676360861546,0.262,119278,97.645,106.70833333333331
2017,강원도,2.6378900161257492,0.241,56534,97.645,106.70833333333331
2017,서울특별시,7.37675782187405,0.805,508134,97.645,106.70833333333331
2017,인천광역시,4.436280429368281,0.605,111713,97.645,106.70833333333331
2017,대전광역시,3.7124193673994204,0.509,50363,97.645,106.70833333333331
2017,제주특별자치도,2.8614764392580123,0.337,24073,97.645,106.70833333333331
2017,대구광역시,3.7645649152731586,0.499,67890,97.645,106.70833333333331
2017,전라북도,2.575833935329264,0.223,58845,97.645,106.70833333333331
2018,경기도,7.021885521885522,0.619,578124,99.08608333333332,102.06666666666666
2018,충청남도,3.5016307303755507,0.345,134256,99.08608333333332,102.06666666666666
2018,경상남도,3.5801298913943502,0.377,123721,99.08608333333332,102.06666666666666
2018,광주광역시,3.436339151302701,0.4379999999999999,48615,99.08608333333332,102.06666666666666
2018,부산광역시,4.085621716483122,0.523,103284,99.08608333333332,102.06666666666666
2018,세종특별자치시,3.81986531986532,0.5710000000000001,15567,99.08608333333332,102.06666666666666
2018,충청북도,3.0234186684346396,0.296,83254,99.08608333333332,102.06666666666666
2018,울산광역시,4.268354265802524,0.599,77569,99.08608333333332,102.06666666666666
2018,전라남도,2.6219729734053616,0.198,85319,99.08608333333332,102.06666666666666
2018,경상북도,3.0724295583389862,0.262,119278,99.08608333333332,102.06666666666666
2018,강원도,2.6241924342463485,0.235,56534,99.08608333333332,102.06666666666666
2018,서울특별시,7.37675782187405,0.792,508134,99.08608333333332,102.06666666666666
2018,인천광역시,4.467272164905472,0.603,111713,99.08608333333332,102.06666666666666
2018,대전광역시,3.5845497622570877,0.471,50363,99.08608333333332,102.06666666666666
2018,제주특별자치도,2.9140476054655418,0.345,24073,99.08608333333332,102.06666666666666
2018,대구광역시,3.6990613952241835,0.476,67890,99.08608333333332,102.06666666666666
2018,전라북도,2.552341434564036,0.215,58845,99.08608333333332,102.06666666666666
2019,경기도,7.053135888501742,0.605,578124,99.46558333333331,97.725
2019,충청남도,3.488344558552794,0.33,134256,99.46558333333331,97.725
2019,경상남도,3.449585187678914,0.3339999999999999,123721,99.46558333333331,97.725
2019,광주광역시,3.3713600924212033,0.408,48615,99.46558333333331,97.725
2019,부산광역시,4.063595413969015,0.5,103284,99.46558333333331,97.725
2019,세종특별자치시,4.122822299651568,0.621,15567,99.46558333333331,97.725
2019,충청북도,3.0290792228756827,0.287,83254,99.46558333333331,97.725
2019,울산광역시,4.08761246920707,0.537,77569,99.46558333333331,97.725
2019,전라남도,2.6219729734053616,0.191,85319,99.46558333333331,97.725
2019,경상북도,3.0556825293968353,0.249,119278,99.46558333333331,97.725
2019,강원도,2.6601061591844637,0.235,56534,99.46558333333331,97.725
2019,서울특별시,7.37675782187405,0.765,508134,99.46558333333331,97.725
2019,인천광역시,4.443911379349564,0.5770000000000001,111713,99.46558333333331,97.725
2019,대전광역시,3.5156992360894885,0.439,50363,99.46558333333331,97.725
2019,제주특별자치도,2.9007614336427845,0.33,24073,99.46558333333331,97.725
2019,대구광역시,3.6962751119500954,0.4589999999999999,67890,99.46558333333331,97.725
2019,전라북도,2.537412822074448,0.204,58845,99.46558333333331,97.725
2020,경기도,6.921401515151516,0.586,578124,100.0,100.00833333333333
2020,충청남도,3.408512043506864,0.344,134256,100.0,100.00833333333333
2020,경상남도,3.34759622136068,0.3429999999999999,123721,100.0,100.00833333333333
2020,광주광역시,3.269041171504722,0.411,48615,100.0,100.00833333333333
2020,부산광역시,3.9441023562137625,0.492,103284,100.0,100.00833333333333
2020,세종특별자치시,3.954545454545455,0.593,15567,100.0,100.00833333333333
2020,충청북도,2.9329304529464246,0.301,83254,100.0,100.00833333333333
2020,울산광역시,3.9206059493042082,0.516,77569,100.0,100.00833333333333
2020,전라남도,2.6219729734053616,0.233,85319,100.0,100.00833333333333
2020,경상북도,2.9829935314029594,0.271,119278,100.0,100.00833333333333
2020,강원도,2.586839740643655,0.258,56534,100.0,100.00833333333333
2020,서울특별시,7.37675782187405,0.7609999999999999,508134,100.0,100.00833333333333
2020,인천광역시,4.216325195208502,0.54,111713,100.0,100.00833333333333
2020,대전광역시,3.292567439024765,0.414,50363,100.0,100.00833333333333
2020,제주특별자치도,2.7499061913241274,0.3289999999999999,24073,100.0,100.00833333333333
2020,대구광역시,3.5754292403420287,0.4539999999999999,67890,100.0,100.00833333333333
2020,전라북도,2.5565501887727904,0.249,58845,100.0,100.00833333333333
2021,경기도,6.893258426966292,0.573,578124,102.49833333333332,109.66666666666669
2021,충청남도,3.3557903036362475,0.3229999999999999,134256,102.49833333333332,109.66666666666669
2021,경상남도,3.355789105255811,0.335,123721,102.49833333333332,109.66666666666669
2021,광주광역시,3.2970246580556237,0.408,48615,102.49833333333332,109.66666666666669
2021,부산광역시,3.8366904563159077,0.461,103284,102.49833333333332,109.66666666666669
2021,세종특별자치시,3.963483146067416,0.588,15567,102.49833333333332,109.66666666666669
2021,충청북도,2.896541280321297,0.283,83254,102.49833333333332,109.66666666666669
2021,울산광역시,3.8634153636726114,0.496,77569,102.49833333333332,109.66666666666669
2021,전라남도,2.6219729734053616,0.222,85319,102.49833333333332,109.66666666666669
2021,경상북도,2.929473783360739,0.249,119278,102.49833333333332,109.66666666666669
2021,강원도,2.576146431144166,0.245,56534,102.49833333333332,109.66666666666669
2021,서울특별시,7.37675782187405,0.7559999999999999,508134,102.49833333333332,109.66666666666669
2021,인천광역시,4.078269781521066,0.503,111713,102.49833333333332,109.66666666666669
2021,대전광역시,3.2642115486604473,0.3989999999999999,50363,102.49833333333332,109.66666666666669
2021,제주특별자치도,2.786933770486538,0.327,24073,102.49833333333332,109.66666666666669
2021,대구광역시,3.577716863767293,0.446,67890,102.49833333333332,109.66666666666669
2021,전라북도,2.5229274444758887,0.231,58845,102.49833333333332,109.66666666666669
2022,경기도,7.05,0.616,578124,107.715,115.875
2022,충청남도,3.3258010045458253,0.331,134256,107.715,115.875
2022,경상남도,3.2553343165987747,0.3279999999999999,123721,107.715,115.875
2022,광주광역시,3.2500476650112153,0.411,48615,107.715,115.875
2022,부산광역시,3.817776598638005,0.469,103284,107.715,115.875
2022,세종특별자치시,3.8261904761904764,0.569,15567,107.715,115.875
