region,year,bds_value,gdp_value,data_source,scenario,base_rate,exchange_rate,cpi,gdp_growth,koribor,gov_bond_3y,corp_bond_3y,bds_score,economic_stress,financial_stability,growth_potential
서울특별시,2010,3.228196555176862,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,32.28196555176862,49.25,93.72000000000001,82.32000000000001
서울특별시,2011,4.175275314211546,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,41.75275314211546,49.25,93.72000000000001,82.32000000000001
서울특별시,2012,5.850808786187071,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,58.508087861870706,49.25,93.72000000000001,82.32000000000001
서울특별시,2013,5.0454604268255245,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,50.454604268255245,49.25,93.72000000000001,82.32000000000001
서울특별시,2014,5.188422568266193,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,51.884225682661935,49.25,93.72000000000001,82.32000000000001
서울특별시,2015,2.452375258615882,416886.308,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,24.52375258615882,49.25,93.72000000000001,82.32000000000001
서울특별시,2016,2.944593811391118,431299.923,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,29.445938113911183,49.25,93.72000000000001,82.32000000000001
서울특별시,2017,2.0161420722777295,442507.582,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,20.161420722777294,49.25,93.72000000000001,82.32000000000001
서울특별시,2018,2.2383961685108593,460496.442,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,22.383961685108595,49.25,93.72000000000001,82.32000000000001
서울특별시,2019,2.393382090079289,475206.456,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,23.933820900792888,49.25,93.72000000000001,82.32000000000001
서울특별시,2020,2.7060305107277483,472863.218,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,27.060305107277483,49.25,93.72000000000001,82.32000000000001
서울특별시,2021,2.3555932318626795,491388.714,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,23.555932318626795,49.25,93.72000000000001,82.32000000000001
서울특별시,2022,3.312942948393841,504359.508,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,33.12942948393841,49.25,93.72000000000001,82.32000000000001
서울특별시,2023,2.747803303452377,508134.359,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,27.478033034523772,49.25,93.72000000000001,82.32000000000001
서울특별시,2024,2.5565785393331693,512952.255,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,25.565785393331694,49.25,93.72000000000001,82.32000000000001
서울특별시,2025,1.8949989171086357,126449.938,KOSIS_GDP,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,18.949989171086358,49.25,93.72000000000001,82.32000000000001
부산광역시,1997,6.263567607030662,,NAVIS,baseline,2.5,1393.2,116.52,0.6,2.49,2.456,2.932,62.63567607030662,49.25,93.72000000000001,82.32000000000001
