id,stat_code,item_code,item_name,unit,cycle_type,raw_item_name,created_at
890,101Y010,,국외신용부문 ( 순 ),,M,국외신용부문 ( 순 ),2025-08-25 01:15:00
891,101Y010,,국외신용부문 ( 순 ),,Q,국외신용부문 ( 순 ),2025-08-25 01:15:00
892,101Y010,,국외부문신용증가 (+),,A,국외부문신용증가 (+),2025-08-25 01:15:00
893,101Y010,,국외부문신용증가 (+),,M,국외부문신용증가 (+),2025-08-25 01:15:00
894,101Y010,,국외부문신용증가 (+),,Q,국외부문신용증가 (+),2025-08-25 01:15:00
895,101Y010,,대출금,,A,대출금,2025-08-25 01:15:00
896,101Y010,,대출금,,M,대출금,2025-08-25 01:15:00
897,101Y010,,대출금,,Q,대출금,2025-08-25 01:15:00
898,101Y010,,유가증권,,A,유가증권,2025-08-25 01:15:00
899,101Y010,,유가증권,,M,유가증권,2025-08-25 01:15:00
900,101Y010,,유가증권,,Q,유가증권,2025-08-25 01:15:00
901,101Y010,,예치금,,A,예치금,2025-08-25 01:15:00
902,101Y010,,예치금,,M,예치금,2025-08-25 01:15:00
903,101Y010,,예치금,,Q,예치금,2025-08-25 01:15:00
904,101Y010,,국외통화,,A,국외통화,2025-08-25 01:15:00
905,101Y010,,국외통화,,M,국외통화,2025-08-25 01:15:00
906,101Y010,,국외통화,,Q,국외통화,2025-08-25 01:15:00
907,101Y010,,주식 및 기타지분,,A,주식 및 기타지분,2025-08-25 01:15:00
908,101Y010,,주식 및 기타지분,,M,주식 및 기타지분,2025-08-25 01:15:00
909,101Y010,,주식 및 기타지분,,Q,주식 및 기타지분,2025-08-25 01:15:00
910,101Y010,,파생상품자산,,A,파생상품자산,2025-08-25 01:15:00
911,101Y010,,파생상품자산,,M,파생상품자산,2025-08-25 01:15:00
912,101Y010,,파생상품자산,,Q,파생상품자산,2025-08-25 01:15:00
913,101Y010,,기타,,A,기타,2025-08-25 01:15:00
914,101Y010,,기타,,M,기타,2025-08-25 01:15:00
915,101Y010,,기타,,Q,기타,2025-08-25 01:15:00
916,101Y010,,국외부문신용감소 (-),,A,국외부문신용감소 (-),2025-08-25 01:15:00
917,101Y010,,국외부문신용감소 (-),,M,국외부문신용감소 (-),2025-08-25 01:15:00
918,101Y010,,국외부문신용감소 (-),,Q,국외부문신용감소 (-),2025-08-25 01:15:00
919,101Y010,,예수금,,A,예수금,2025-08-25 01:15:00
920,101Y010,,예수금,,M,예수금,2025-08-25 01:15:00
921,101Y010,,예수금,,Q,예수금,2025-08-25 01:15:00
922,101Y010,,차입금,,A,차입금,2025-08-25 01:15:00
923,101Y010,,차입금,,M,차입금,2025-08-25 01:15:00
924,101Y010,,차입금,,Q,차입금,2025-08-25 01:15:00
925,101Y010,,파생상품부채,,A,파생상품부채,2025-08-25 01:15:00
926,101Y010,,파생상품부채,,M,파생상품부채,2025-08-25 01:15:00
927,101Y010,,파생상품부채,,Q,파생상품부채,2025-08-25 01:15:00
928,101Y010,,기타,,A,기타,2025-08-25 01:15:00
929,101Y010,,기타,,M,기타,2025-08-25 01:15:00
930,101Y010,,기타,,Q,기타,2025-08-25 01:15:00
931,101Y010,,국내 및 국외 신용,,A,국내 및 국외 신용,2025-08-25 01:15:00
932,101Y010,,국내 및 국외 신용,,M,국내 및 국외 신용,2025-08-25 01:15:00
933,101Y010,,국내 및 국외 신용,,Q,국내 및 국외 신용,2025-08-25 01:15:00
934,101Y010,,M2에 포함되는 예수금,,A,M2에 포함되는 예수금,2025-08-25 01:15:00
935,101Y010,,M2에 포함되는 예수금,,M,M2에 포함되는 예수금,2025-08-25 01:15:00
936,101Y010,,M2에 포함되는 예수금,,Q,M2에 포함되는 예수금,2025-08-25 01:15:00
937,101Y010,,M2에 포함되는 유가증권,,A,M2에 포함되는 유가증권,2025-08-25 01:15:00
938,101Y010,,M2에 포함되는 유가증권,,M,M2에 포함되는 유가증권,2025-08-25 01:15:00
939,101Y010,,M2에 포함되는 유가증권,,Q,M2에 포함되는 유가증권,2025-08-25 01:15:00
940,101Y010,,금융채,,A,금융채,2025-08-25 01:15:00
941,101Y010,,금융채,,M,금융채,2025-08-25 01:15:00
942,101Y010,,금융채,,Q,금융채,2025-08-25 01:15:00
943,101Y010,,예수금 (M2 제외),,A,예수금 (M2 제외),2025-08-25 01:15:00
944,101Y010,,예수금 (M2 제외),,M,예수금 (M2 제외),2025-08-25 01:15:00
945,101Y010,,예수금 (M2 제외),,Q,예수금 (M2 제외),2025-08-25 01:15:00
946,101Y010,,기타예금취급기관에 대한 부채,,A,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
947,101Y010,,기타예금취급기관에 대한 부채,,M,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
948,101Y010,,기타예금취급기관에 대한 부채,,Q,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
949,101Y010,,기타,,A,기타,2025-08-25 01:15:00
950,101Y010,,기타,,M,기타,2025-08-25 01:15:00
951,101Y010,,기타,,Q,기타,2025-08-25 01:15:00
952,101Y010,,주식이외 유가증권,,A,주식이외 유가증권,2025-08-25 01:15:00
953,101Y010,,주식이외 유가증권,,M,주식이외 유가증권,2025-08-25 01:15:00
954,101Y010,,주식이외 유가증권,,Q,주식이외 유가증권,2025-08-25 01:15:00
955,101Y010,,만기2년이상원화채권,,A,만기2년이상원화채권,2025-08-25 01:15:00
956,101Y010,,만기2년이상원화채권,,M,만기2년이상원화채권,2025-08-25 01:15:00
957,101Y010,,만기2년이상원화채권,,Q,만기2년이상원화채권,2025-08-25 01:15:00
958,101Y010,,외화채권,,A,외화채권,2025-08-25 01:15:00
959,101Y010,,외화채권,,M,외화채권,2025-08-25 01:15:00
960,101Y010,,외화채권,,Q,외화채권,2025-08-25 01:15:00
961,101Y010,,기타예금취급기관에 대한 부채,,A,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
962,101Y010,,기타예금취급기관에 대한 부채,,M,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
963,101Y010,,기타예금취급기관에 대한 부채,,Q,기타예금취급기관에 대한 부채,2025-08-25 01:15:00
964,101Y010,,차입금,,A,차입금,2025-08-25 01:15:00
965,101Y010,,차입금,,M,차입금,2025-08-25 01:15:00
966,101Y010,,차입금,,Q,차입금,2025-08-25 01:15:00
967,101Y010,,파생상품,,A,파생상품,2025-08-25 01:15:00
968,101Y010,,파생상품,,M,파생상품,2025-08-25 01:15:00
969,101Y010,,파생상품,,Q,파생상품,2025-08-25 01:15:00
970,101Y010,,기타 ( 순 ),,A,기타 ( 순 ),2025-08-25 01:15:00
971,101Y010,,기타 ( 순 ),,M,기타 ( 순 ),2025-08-25 01:15:00
972,101Y010,,기타 ( 순 ),,Q,기타 ( 순 ),2025-08-25 01:15:00
973,101Y010,,자본계정,,A,자본계정,2025-08-25 01:15:00
974,101Y010,,자본계정,,M,자본계정,2025-08-25 01:15:00
975,101Y010,,자본계정,,Q,자본계정,2025-08-25 01:15:00
976,101Y010,,본원통화,,A,본원통화,2025-08-25 01:15:00
977,101Y010,,본원통화,,M,본원통화,2025-08-25 01:15:00
978,101Y010,,본원통화,,Q,본원통화,2025-08-25 01:15:00
979,101Y010,,현금통화,,A,현금통화,2025-08-25 01:15:00
980,101Y010,,현금통화,,M,현금통화,2025-08-25 01:15:00
981,101Y010,,현금통화,,Q,현금통화,2025-08-25 01:15:00
982,101Y010,,중앙은행의 기타예금취급기관에 대한 부채,,A,중앙은행의 기타예금취급기관에 대한 부채,2025-08-25 01:15:00
983,101Y010,,중앙은행의 기타예금취급기관에 대한 부채,,M,중앙은행의 기타예금취급기관에 대한 부채,2025-08-25 01:15:00
984,101Y010,,중앙은행의 기타예금취급기관에 대한 부채,,Q,중앙은행의 기타예금취급기관에 대한 부채,2025-08-25 01:15:00
985,101Y010,,시재금,,A,시재금,2025-08-25 01:15:00
986,101Y010,,시재금,,M,시재금,2025-08-25 01:15:00
987,101Y010,,시재금,,Q,시재금,2025-08-25 01:15:00
988,101Y010,,지준예치금,,A,지준예치금,2025-08-25 01:15:00
989,101Y010,,지준예치금,,M,지준예치금,2025-08-25 01:15:00
990,101Y010,,지준예치금,,Q,지준예치금,2025-08-25 01:15:00
991,101Y010,,총부채 및 자본,,A,총부채 및 자본,2025-08-25 01:15:00
992,101Y010,,총부채 및 자본,,M,총부채 및 자본,2025-08-25 01:15:00
993,101Y010,,총부채 및 자본,,Q,총부채 및 자본,2025-08-25 01:15:00
994,101Y010,,통합조정 ( 순 ),,A,통합조정 ( 순 ),2025-08-25 01:15:00
995,101Y010,,통합조정 ( 순 ),,M,통합조정 ( 순 ),2025-08-25 01:15:00
996,101Y010,,통합조정 ( 순 ),,Q,통합조정 ( 순 ),2025-08-25 01:15:00
997,101Y011,,국내신용부문,,A,국내신용부문,2025-08-25 01:15:00
998,101Y011,,국내신용부문,,M,국내신용부문,2025-08-25 01:15:00
999,101Y011,,국내신용부문,,Q,국내신용부문,2025-08-25 01:15:00
1000,101Y011,,중앙정부부문 ( 순 ),,A,중앙정부부문 ( 순 ),2025-08-25 01:15:00
1001,101Y011,,중앙정부부문 ( 순 ),,M,중앙정부부문 ( 순 ),2025-08-25 01:15:00
1002,101Y011,,중앙정부부문 ( 순 ),,Q,중앙정부부문 ( 순 ),2025-08-25 01:15:00
1003,101Y011,,중앙정부신용증가 (+),,A,중앙정부신용증가 (+),2025-08-25 01:15:00
1004,101Y011,,중앙정부신용증가 (+),,M,중앙정부신용증가 (+),2025-08-25 01:15:00
1005,101Y011,,중앙정부신용증가 (+),,Q,중앙정부신용증가 (+),2025-08-25 01:15:00
1006,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1007,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1008,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1009,101Y011,,예치금,,A,예치금,2025-08-25 01:15:00
1010,101Y011,,예치금,,M,예치금,2025-08-25 01:15:00
1011,101Y011,,예치금,,Q,예치금,2025-08-25 01:15:00
1012,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1013,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1014,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1015,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1016,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1017,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1018,101Y011,,중앙정부신용감소 (-),,A,중앙정부신용감소 (-),2025-08-25 01:15:00
1019,101Y011,,중앙정부신용감소 (-),,M,중앙정부신용감소 (-),2025-08-25 01:15:00
1020,101Y011,,중앙정부신용감소 (-),,Q,중앙정부신용감소 (-),2025-08-25 01:15:00
1021,101Y011,,예수금,,A,예수금,2025-08-25 01:15:00
1022,101Y011,,예수금,,M,예수금,2025-08-25 01:15:00
1023,101Y011,,예수금,,Q,예수금,2025-08-25 01:15:00
1024,101Y011,,차입금,,A,차입금,2025-08-25 01:15:00
1025,101Y011,,차입금,,M,차입금,2025-08-25 01:15:00
1026,101Y011,,차입금,,Q,차입금,2025-08-25 01:15:00
1027,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1028,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1029,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1030,101Y011,,지방정부부문,,A,지방정부부문,2025-08-25 01:15:00
1031,101Y011,,지방정부부문,,M,지방정부부문,2025-08-25 01:15:00
1032,101Y011,,지방정부부문,,Q,지방정부부문,2025-08-25 01:15:00
1033,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1034,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1035,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1036,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1037,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1038,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1039,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1040,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1041,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1042,101Y011,,사회보장기구부문,,A,사회보장기구부문,2025-08-25 01:15:00
1043,101Y011,,사회보장기구부문,,M,사회보장기구부문,2025-08-25 01:15:00
1044,101Y011,,사회보장기구부문,,Q,사회보장기구부문,2025-08-25 01:15:00
1045,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1046,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1047,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1048,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1049,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1050,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1051,101Y011,,기업부문,,A,기업부문,2025-08-25 01:15:00
1052,101Y011,,기업부문,,M,기업부문,2025-08-25 01:15:00
1053,101Y011,,기업부문,,Q,기업부문,2025-08-25 01:15:00
1054,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1055,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1056,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1057,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1058,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1059,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1060,101Y011,,주식 및 기타지분,,A,주식 및 기타지분,2025-08-25 01:15:00
1061,101Y011,,주식 및 기타지분,,M,주식 및 기타지분,2025-08-25 01:15:00
1062,101Y011,,주식 및 기타지분,,Q,주식 및 기타지분,2025-08-25 01:15:00
1063,101Y011,,파생상품자산,,A,파생상품자산,2025-08-25 01:15:00
1064,101Y011,,파생상품자산,,M,파생상품자산,2025-08-25 01:15:00
1065,101Y011,,파생상품자산,,Q,파생상품자산,2025-08-25 01:15:00
1066,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1067,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1068,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1069,101Y011,,가계부문,,A,가계부문,2025-08-25 01:15:00
1070,101Y011,,가계부문,,M,가계부문,2025-08-25 01:15:00
1071,101Y011,,가계부문,,Q,가계부문,2025-08-25 01:15:00
1072,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1073,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1074,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1075,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1076,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1077,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1078,101Y011,,기타금융기관부문,,A,기타금융기관부문,2025-08-25 01:15:00
1079,101Y011,,기타금융기관부문,,M,기타금융기관부문,2025-08-25 01:15:00
1080,101Y011,,기타금융기관부문,,Q,기타금융기관부문,2025-08-25 01:15:00
1081,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1082,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1083,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1084,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1085,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1086,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1087,101Y011,,예치금,,A,예치금,2025-08-25 01:15:00
1088,101Y011,,예치금,,M,예치금,2025-08-25 01:15:00
1089,101Y011,,예치금,,Q,예치금,2025-08-25 01:15:00
1090,101Y011,,주식 및 기타지분,,A,주식 및 기타지분,2025-08-25 01:15:00
1091,101Y011,,주식 및 기타지분,,M,주식 및 기타지분,2025-08-25 01:15:00
1092,101Y011,,주식 및 기타지분,,Q,주식 및 기타지분,2025-08-25 01:15:00
1093,101Y011,,보험준비금,,A,보험준비금,2025-08-25 01:15:00
1094,101Y011,,보험준비금,,M,보험준비금,2025-08-25 01:15:00
1095,101Y011,,보험준비금,,Q,보험준비금,2025-08-25 01:15:00
1096,101Y011,,파생상품자산,,A,파생상품자산,2025-08-25 01:15:00
1097,101Y011,,파생상품자산,,M,파생상품자산,2025-08-25 01:15:00
1098,101Y011,,파생상품자산,,Q,파생상품자산,2025-08-25 01:15:00
1099,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1100,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1101,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1102,101Y011,,중앙은행부문,,A,중앙은행부문,2025-08-25 01:15:00
1103,101Y011,,중앙은행부문,,M,중앙은행부문,2025-08-25 01:15:00
1104,101Y011,,중앙은행부문,,Q,중앙은행부문,2025-08-25 01:15:00
1105,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1106,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1107,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1108,101Y011,,예치금,,A,예치금,2025-08-25 01:15:00
1109,101Y011,,예치금,,M,예치금,2025-08-25 01:15:00
1110,101Y011,,예치금,,Q,예치금,2025-08-25 01:15:00
1111,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1112,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1113,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1114,101Y011,,국외신용부문 ( 순 ),,A,국외신용부문 ( 순 ),2025-08-25 01:15:00
1115,101Y011,,국외신용부문 ( 순 ),,M,국외신용부문 ( 순 ),2025-08-25 01:15:00
1116,101Y011,,국외신용부문 ( 순 ),,Q,국외신용부문 ( 순 ),2025-08-25 01:15:00
1117,101Y011,,국외부문신용증가 (+),,A,국외부문신용증가 (+),2025-08-25 01:15:00
1118,101Y011,,국외부문신용증가 (+),,M,국외부문신용증가 (+),2025-08-25 01:15:00
1119,101Y011,,국외부문신용증가 (+),,Q,국외부문신용증가 (+),2025-08-25 01:15:00
1120,101Y011,,대출금,,A,대출금,2025-08-25 01:15:00
1121,101Y011,,대출금,,M,대출금,2025-08-25 01:15:00
1122,101Y011,,대출금,,Q,대출금,2025-08-25 01:15:00
1123,101Y011,,유가증권,,A,유가증권,2025-08-25 01:15:00
1124,101Y011,,유가증권,,M,유가증권,2025-08-25 01:15:00
1125,101Y011,,유가증권,,Q,유가증권,2025-08-25 01:15:00
1126,101Y011,,예치금,,A,예치금,2025-08-25 01:15:00
1127,101Y011,,예치금,,M,예치금,2025-08-25 01:15:00
1128,101Y011,,예치금,,Q,예치금,2025-08-25 01:15:00
1129,101Y011,,국외통화,,A,국외통화,2025-08-25 01:15:00
1130,101Y011,,국외통화,,M,국외통화,2025-08-25 01:15:00
1131,101Y011,,국외통화,,Q,국외통화,2025-08-25 01:15:00
1132,101Y011,,주식 및 기타지분,,A,주식 및 기타지분,2025-08-25 01:15:00
1133,101Y011,,주식 및 기타지분,,M,주식 및 기타지분,2025-08-25 01:15:00
1134,101Y011,,주식 및 기타지분,,Q,주식 및 기타지분,2025-08-25 01:15:00
1135,101Y011,,파생상품자산,,A,파생상품자산,2025-08-25 01:15:00
1136,101Y011,,파생상품자산,,M,파생상품자산,2025-08-25 01:15:00
1137,101Y011,,파생상품자산,,Q,파생상품자산,2025-08-25 01:15:00
1138,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1139,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1140,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1141,101Y011,,국외부문신용감소 (-),,A,국외부문신용감소 (-),2025-08-25 01:15:00
1142,101Y011,,국외부문신용감소 (-),,M,국외부문신용감소 (-),2025-08-25 01:15:00
1143,101Y011,,국외부문신용감소 (-),,Q,국외부문신용감소 (-),2025-08-25 01:15:00
1144,101Y011,,예수금,,A,예수금,2025-08-25 01:15:00
1145,101Y011,,예수금,,M,예수금,2025-08-25 01:15:00
1146,101Y011,,예수금,,Q,예수금,2025-08-25 01:15:00
1147,101Y011,,차입금,,A,차입금,2025-08-25 01:15:00
1148,101Y011,,차입금,,M,차입금,2025-08-25 01:15:00
1149,101Y011,,차입금,,Q,차입금,2025-08-25 01:15:00
1150,101Y011,,파생상품부채,,A,파생상품부채,2025-08-25 01:15:00
1151,101Y011,,파생상품부채,,M,파생상품부채,2025-08-25 01:15:00
1152,101Y011,,파생상품부채,,Q,파생상품부채,2025-08-25 01:15:00
1153,101Y011,,기타,,A,기타,2025-08-25 01:15:00
1154,101Y011,,기타,,M,기타,2025-08-25 01:15:00
1155,101Y011,,기타,,Q,기타,2025-08-25 01:15:00
1156,101Y011,,국내 및 국외 신용,,A,국내 및 국외 신용,2025-08-25 01:15:00
1157,101Y011,,국내 및 국외 신용,,M,국내 및 국외 신용,2025-08-25 01:15:00
1158,101Y011,,국내 및 국외 신용,,Q,국내 및 국외 신용,2025-08-25 01:15:00
1159,101Y011,,M2 (광의통화),,A,M2 (광의통화),2025-08-25 01:15:00
1160,101Y011,,M2 (광의통화),,M,M2 (광의통화),2025-08-25 01:15:00
1161,101Y011,,M2 (광의통화),,Q,M2 (광의통화),2025-08-25 01:15:00
1162,101Y011,,현금통화,,A,현금통화,2025-08-25 01:15:00
1163,101Y011,,현금통화,,M,현금통화,2025-08-25 01:15:00
1164,101Y011,,현금통화,,Q,현금통화,2025-08-25 01:15:00
1165,101Y011,,M2에 포함되는 예수금,,A,M2에 포함되는 예수금,2025-08-25 01:15:00
1166,101Y011,,M2에 포함되는 예수금,,M,M2에 포함되는 예수금,2025-08-25 01:15:00
1167,101Y011,,M2에 포함되는 예수금,,Q,M2에 포함되는 예수금,2025-08-25 01:15:00
1168,101Y011,,요구불예금,,A,요구불예금,2025-08-25 01:15:00
1169,101Y011,,요구불예금,,M,요구불예금,2025-08-25 01:15:00
1170,101Y011,,요구불예금,,Q,요구불예금,2025-08-25 01:15:00
1171,101Y011,,수시입출식저축성예금,,A,수시입출식저축성예금,2025-08-25 01:15:00
1172,101Y011,,수시입출식저축성예금,,M,수시입출식저축성예금,2025-08-25 01:15:00
1173,101Y011,,수시입출식저축성예금,,Q,수시입출식저축성예금,2025-08-25 01:15:00
1174,101Y011,,MMF 수익증권,,A,MMF 수익증권,2025-08-25 01:15:00
1175,101Y011,,MMF 수익증권,,M,MMF 수익증권,2025-08-25 01:15:00
1176,101Y011,,MMF 수익증권,,Q,MMF 수익증권,2025-08-25 01:15:00
1177,101Y011,,2년미만정기예적금,,A,2년미만정기예적금,2025-08-25 01:15:00
1178,101Y011,,2년미만정기예적금,,M,2년미만정기예적금,2025-08-25 01:15:00
1179,101Y011,,2년미만정기예적금,,Q,2년미만정기예적금,2025-08-25 01:15:00
1180,101Y011,,양도성예금증서,,A,양도성예금증서,2025-08-25 01:15:00
1181,101Y011,,양도성예금증서,,M,양도성예금증서,2025-08-25 01:15:00
1182,101Y011,,양도성예금증서,,Q,양도성예금증서,2025-08-25 01:15:00
1183,101Y011,,어음매출,,A,어음매출,2025-08-25 01:15:00
1184,101Y011,,어음매출,,M,어음매출,2025-08-25 01:15:00
1185,101Y011,,어음매출,,Q,어음매출,2025-08-25 01:15:00
1186,101Y011,,CMA,,A,CMA,2025-08-25 01:15:00
1187,101Y011,,CMA,,M,CMA,2025-08-25 01:15:00
1188,101Y011,,CMA,,Q,CMA,2025-08-25 01:15:00
1189,101Y011,,결제성 예수금,,A,결제성 예수금,2025-08-25 01:15:00
1190,101Y011,,결제성 예수금,,M,결제성 예수금,2025-08-25 01:15:00
1191,101Y011,,결제성 예수금,,Q,결제성 예수금,2025-08-25 01:15:00
1192,101Y011,,2년미만금전신탁,,A,2년미만금전신탁,2025-08-25 01:15:00
1193,101Y011,,2년미만금전신탁,,M,2년미만금전신탁,2025-08-25 01:15:00
1194,101Y011,,2년미만금전신탁,,Q,2년미만금전신탁,2025-08-25 01:15:00
1195,101Y011,,자발어음,,A,자발어음,2025-08-25 01:15:00
1196,101Y011,,자발어음,,M,자발어음,2025-08-25 01:15:00
1197,101Y011,,자발어음,,Q,자발어음,2025-08-25 01:15:00
1198,101Y011,,신탁형증권저축,,A,신탁형증권저축,2025-08-25 01:15:00
1199,101Y011,,신탁형증권저축,,M,신탁형증권저축,2025-08-25 01:15:00
1200,101Y011,,신탁형증권저축,,Q,신탁형증권저축,2025-08-25 01:15:00
1201,101Y011,,2년미만외화예수금,,A,2년미만외화예수금,2025-08-25 01:15:00
1202,101Y011,,2년미만외화예수금,,M,2년미만외화예수금,2025-08-25 01:15:00
1203,101Y011,,2년미만외화예수금,,Q,2년미만외화예수금,2025-08-25 01:15:00
1204,101Y011,,환매조건부채권매도,,A,환매조건부채권매도,2025-08-25 01:15:00
1205,101Y011,,환매조건부채권매도,,M,환매조건부채권매도,2025-08-25 01:15:00
1206,101Y011,,환매조건부채권매도,,Q,환매조건부채권매도,2025-08-25 01:15:00
1207,101Y011,,수익증권,,A,수익증권,2025-08-25 01:15:00
1208,101Y011,,수익증권,,M,수익증권,2025-08-25 01:15:00
1209,101Y011,,수익증권,,Q,수익증권,2025-08-25 01:15:00
1210,101Y011,,기타 예수금,,A,기타 예수금,2025-08-25 01:15:00
1211,101Y011,,기타 예수금,,M,기타 예수금,2025-08-25 01:15:00
1212,101Y011,,기타 예수금,,Q,기타 예수금,2025-08-25 01:15:00
1213,101Y011,,M2에 포함되는 유가증권,,A,M2에 포함되는 유가증권,2025-08-25 01:15:00
1214,101Y011,,M2에 포함되는 유가증권,,M,M2에 포함되는 유가증권,2025-08-25 01:15:00
1215,101Y011,,M2에 포함되는 유가증권,,Q,M2에 포함되는 유가증권,2025-08-25 01:15:00
1216,101Y011,,금융채,,A,금융채,2025-08-25 01:15:00
1217,101Y011,,금융채,,M,금융채,2025-08-25 01:15:00
1218,101Y011,,금융채,,Q,금융채,2025-08-25 01:15:00
1219,101Y011,,"예수금, 유가증권 (M2 제외)",,A,"예수금, 유가증권 (M2 제외)",2025-08-25 01:15:00
1220,101Y011,,"예수금, 유가증권 (M2 제외)",,M,"예수금, 유가증권 (M2 제외)",2025-08-25 01:15:00
1221,101Y011,,"예수금, 유가증권 (M2 제외)",,Q,"예수금, 유가증권 (M2 제외)",2025-08-25 01:15:00
1222,101Y011,,예수금 (M2 제외),,A,예수금 (M2 제외),2025-08-25 01:15:00
1223,101Y011,,예수금 (M2 제외),,M,예수금 (M2 제외),2025-08-25 01:15:00
1224,101Y011,,예수금 (M2 제외),,Q,예수금 (M2 제외),2025-08-25 01:15:00
1225,101Y011,,주식이외 유가증권,,A,주식이외 유가증권,2025-08-25 01:15:00
1226,101Y011,,주식이외 유가증권,,M,주식이외 유가증권,2025-08-25 01:15:00
1227,101Y011,,주식이외 유가증권,,Q,주식이외 유가증권,2025-08-25 01:15:00
1228,101Y011,,차입금,,A,차입금,2025-08-25 01:15:00
1229,101Y011,,차입금,,M,차입금,2025-08-25 01:15:00
1230,101Y011,,차입금,,Q,차입금,2025-08-25 01:15:00
1231,101Y011,,파생상품,,A,파생상품,2025-08-25 01:15:00
1232,101Y011,,파생상품,,M,파생상품,2025-08-25 01:15:00
1233,101Y011,,파생상품,,Q,파생상품,2025-08-25 01:15:00
1234,101Y011,,기타 ( 순 ),,A,기타 ( 순 ),2025-08-25 01:15:00
1235,101Y011,,기타 ( 순 ),,M,기타 ( 순 ),2025-08-25 01:15:00
1236,101Y011,,기타 ( 순 ),,Q,기타 ( 순 ),2025-08-25 01:15:00
1237,101Y011,,자본계정,,A,자본계정,2025-08-25 01:15:00
1238,101Y011,,자본계정,,M,자본계정,2025-08-25 01:15:00
1239,101Y011,,자본계정,,Q,자본계정,2025-08-25 01:15:00
1240,101Y011,,중앙은행에 대한 부채,,A,중앙은행에 대한 부채,2025-08-25 01:15:00
1241,101Y011,,중앙은행에 대한 부채,,M,중앙은행에 대한 부채,2025-08-25 01:15:00
